,0
Feature 3805,0.0009862546185186378
Feature 3806,0.0008574941224872532
Feature 3807,0.0006467694119822198
Feature 3808,0.00036633608108494186
Feature 3809,0.0003886156026119457
Feature 3810,0.00047615048595889677
Feature 3811,0.00015945964802844515
Feature 3812,0.0007530497627696491
Feature 3813,0.00042289678624948124
Feature 3814,0.0006529851046833244
Feature 3815,0.0006236338023842905
Feature 3816,0.0005449169492826726
Feature 3817,0.0005041069886172806
Feature 3818,0.000623287353048795
Feature 3819,0.00035854216938619745
Feature 3820,0.0004900740655398579
Feature 3821,0.00023466232721565205
Feature 3822,0.000570164492973749
Feature 3823,0.0004835987032712694
Feature 3824,0.0005599166081088356
Feature 3825,0.0004947434309395966
Feature 3826,0.0007978573494144712
Feature 3827,0.00031245575623660215
Feature 3828,0.00035146699552527136
Feature 3829,0.0003317316541737938
Feature 3830,0.0005793102550418894
Feature 3831,0.0008434848070922954
Feature 3832,0.0004871350133974488
Feature 3833,0.0011096384790522506
Feature 3834,0.0004093852064904482
Feature 3835,0.0006097392443750778
Feature 3836,0.0015641137762372637
Feature 3837,0.0005031586571913636
Feature 3838,0.00032230919380589284
Feature 3839,0.0004197609438711467
Feature 3840,0.0022045588608170874
Feature 3841,0.0009083571398514323
Feature 3842,0.00101760896679275
Feature 3843,0.0006842744146309769
Feature 3844,0.0012528358418918515
Feature 3845,0.0004687015967145527
Feature 3846,0.0008639560319627577
Feature 3847,0.000933961555744304
Feature 3848,0.0008375114825813354
Feature 3849,0.00041815899159163906
Feature 3850,0.0009156951572657874
Feature 3851,0.0005162209436573164
Feature 3852,0.0007623188105640111
Feature 3853,0.001681031047079557
Feature 3854,0.0006672009180034592
Feature 3855,0.00047879135837401065
Feature 3856,0.0009795638611440154
Feature 3857,0.0007941239148291857
Feature 3858,0.0006059590827459829
Feature 3859,0.0002834288971695571
Feature 3860,0.0006277112253699642
Feature 3861,0.0004729037644679721
Feature 3862,0.0009682384441498471
Feature 3863,0.0007303317870423597
Feature 3864,0.00040082520490290107
Feature 3865,0.0005919496681548324
Feature 3866,0.0007583907465862012
Feature 3867,0.0013504740216031905
Feature 3868,0.0004633494348181557
Feature 3869,0.0004634900750494921
Feature 3870,0.001008399779301982
Feature 3871,0.0005064944386576684
Feature 3872,0.0009779280666934937
Feature 3873,0.0004218264802529461
Feature 3874,0.0013662023689294074
Feature 3875,0.0005625795429097469
Feature 3876,0.0009669042527326272
Feature 3877,0.0006863290236742614
Feature 3878,0.0004899202886227912
Feature 3879,0.0008689404429920842
Feature 3880,0.00048692369080094975
Feature 3881,0.0007694602073808623
Feature 3882,0.0006958964228094828
Feature 3883,0.0008856128178577478
Feature 3884,0.0006127101697903186
Feature 3885,0.0012243336651876007
Feature 3886,0.0013246796430235186
Feature 3887,0.001193782205730713
Feature 3888,0.0008485209477413207
Feature 3889,0.0009130758635477605
Feature 3890,0.0013528160196140107
Feature 3891,0.00019712190200250922
Feature 3892,0.0013937188465614838
Feature 3893,0.0009266079943508885
Feature 3894,0.0007706302334300972
Feature 3895,0.001053434918165138
Feature 3896,0.0009840362819426786
Feature 3897,0.0015036310254652107
Feature 3898,0.0013758956292896868
Feature 3899,0.0006423340000044959
Feature 3900,0.0004413512059290028
Feature 3901,0.0003299050076918828
Feature 3902,0.0012969529100355275
Feature 3903,0.001189427611055459
Feature 3904,0.00158310217321295
Feature 3905,0.0010840446579597938
Feature 3906,0.0012007990277646244
Feature 3907,0.004846923485427397
Feature 3908,0.002132466844694662
Feature 3909,0.0018053026758260557
Feature 3910,0.00020374535418738604
Feature 3911,0.00010968767808871216
Feature 3912,0.000502703581162075
Feature 3913,0.0005740418755371306
Feature 3914,0.0005016186415839333
Feature 3915,0.0003069301524293877
Feature 3916,0.0007402674889790326
Feature 3917,0.000573824883583498
Feature 3918,0.0024822352958034912
Feature 3919,0.00032581803278175525
Feature 3920,0.00011690776259993296
Feature 3921,3.8032152946744257e-05
Feature 3922,0.00020792050483692162
Feature 3923,9.191428763655848e-05
Feature 3924,0.00018890809201295097
Feature 3925,9.402592083303274e-05
Feature 3926,0.00040329212505080996
Feature 3927,0.0003981465694047728
Feature 3928,0.0006360731704520784
Feature 3929,7.834271086645117e-05
Feature 3930,0.00010956507468773768
Feature 3931,4.868375534609e-05
Feature 3932,0.00036021169838176554
Feature 3933,0.00010419509395359095
Feature 3934,8.611339875820539e-05
Feature 3935,0.0001568015187959908
Feature 3936,0.0001704263330371054
Feature 3937,0.0002880789460475768
Feature 3938,0.0004698006539787585
Feature 3939,0.00010103829965179004
Feature 3940,0.00023815329293138022
Feature 3941,9.274230980285436e-05
Feature 3942,0.00028213099132285005
Feature 3943,0.00043659111767380663
Feature 3944,0.00019304159101200436
Feature 3945,0.00038070703009633177
Feature 3946,0.00035688634410355966
Feature 3947,0.00045169793400806445
Feature 3948,0.0004510230937284021
Feature 3949,0.00019569966052713282
Feature 3950,0.00037382898764985837
Feature 3951,0.00015965371240810898
Feature 3952,0.00105955213715049
Feature 3953,0.000584033423554331
Feature 3954,0.00065911218759436
Feature 3955,0.0006583301174681964
Feature 3956,0.0009851847112153642
Feature 3957,0.0013561775800034184
Feature 3958,0.0010968040764496188
Feature 3959,0.00045661249785952407
Feature 3960,0.00048252674317665443
Feature 3961,0.000246145275105178
Feature 3962,0.000523463037542939
Feature 3963,0.0005624505431310354
Feature 3964,0.0006061595539168536
Feature 3965,0.0003157154376599891
Feature 3966,0.0013764823173080458
Feature 3967,0.0008395684199756772
Feature 3968,0.0012904746605208856
Feature 3969,0.0003014679500047492
Feature 3970,0.0005631009520389619
Feature 3971,0.0003822087843337898
Feature 3972,0.0008957352962850109
Feature 3973,0.001020451163180269
Feature 3974,0.0007843116525320966
Feature 3975,0.0016029507153428426
Feature 3976,0.0012936088652038507
Feature 3977,0.0018450017698705779
Feature 3978,0.0007165920298603652
Feature 3979,0.0006731710620518392
Feature 3980,0.0006594393721330789
Feature 3981,0.00033435698000101866
Feature 3982,0.0012730028148342854
Feature 3983,0.0006638718962137062
Feature 3984,0.0010464667209730578
Feature 3985,0.0013091209536756879
Feature 3986,0.000878841700017972
Feature 3987,0.0011190216239493225
Feature 3988,0.0008530596490429048
Feature 3989,0.0015910160269143106
Feature 3990,0.0018634148143926268
Feature 3991,0.0009738118955922062
Feature 3992,0.0009739984983299906
Feature 3993,0.00099341694993916
Feature 3994,0.0021107628237415385
Feature 3995,0.0012599893061588717
Feature 3996,0.001903898862275014
Feature 3997,0.0012646109768798084
Feature 3998,0.0017104335226738386
Feature 3999,0.0026072428842451247
Feature 4000,0.001369320647829113
Feature 4001,0.0008473642578169916
Feature 4002,0.0011372134861466635
Feature 4003,0.0010688483059238508
Feature 4004,0.0010575490521723054
Feature 4005,0.0006878035520243202
Feature 4006,0.0013364571765350775
Feature 4007,0.0015089572020406195
Feature 4008,0.0011426945016595198
Feature 4009,0.002428780413349614
Feature 4010,0.0009044736687314981
Feature 4011,0.0003603512749333575
Feature 4012,0.0010762840849979866
Feature 4013,0.0010084009353033708
Feature 4014,0.0004647588405039755
Feature 4015,0.0005006444749730079
Feature 4016,0.0007630731231885762
Feature 4017,0.0005208877411349704
Feature 4018,0.0006204284693145894
Feature 4019,0.0005287823776370928
Feature 4020,0.0005490601850110579
Feature 4021,0.0006782983291669211
Feature 4022,0.0006494033093101166
Feature 4023,0.000801079912891339
Feature 4024,0.0014658501567164422
Feature 4025,0.0005662596866840773
Feature 4026,0.0020455046124448015
Feature 4027,0.0009503082535570115
Feature 4028,0.0011001563323153505
Feature 4029,0.0015120444146949127
Feature 4030,0.0003535361782637665
Feature 4031,0.0002315027043060809
Feature 4032,0.0006732316178436691
Feature 4033,0.0008309842668282874
Feature 4034,0.0006006703362663899
Feature 4035,0.0012194000071809228
Feature 4036,0.0007508405591013343
Feature 4037,0.0006296694917708692
Feature 4038,0.0012788939994772476
Feature 4039,0.0005615608968524271
Feature 4040,0.0004452687291065445
Feature 4041,0.00032227943151949746
Feature 4042,0.00029244988349665845
Feature 4043,0.0005077606071512513
Feature 4044,0.0002809850270754097
Feature 4045,0.0005321024893898212
Feature 4046,0.00046190061246918643
Feature 4047,0.0003704658485415848
Feature 4048,0.00030619116022165824
Feature 4049,0.0007725257251602215
Feature 4050,0.0005163831037919522
Feature 4051,0.00023416395482116315
Feature 4052,0.00035319246944916926
Feature 4053,0.000364114883659866
Feature 4054,0.0007085939666542345
Feature 4055,0.0010969009107675448
Feature 4056,0.0005175560753544915
Feature 4057,0.0006013056009833021
Feature 4058,0.0004977864335352748
Feature 4059,0.0005429139634867077
Feature 4060,0.000594721393196977
Feature 4061,0.0012354038734902133
Feature 4062,0.0008480168581714906
Feature 4063,0.0005812283904492226
Feature 4064,0.0003193289841188971
Feature 4065,0.0005036712127385669
Feature 4066,0.0016131553664694139
Feature 4067,0.00043375061615262214
Feature 4068,0.0003049756385081333
Feature 4069,0.00042342084834240266
Feature 4070,0.00027193718307813694
Feature 4071,0.0002799958092216457
Feature 4072,0.0004377449828527915
Feature 4073,0.0004204195962252655
Feature 4074,0.0006872638484245073
Feature 4075,0.0008453829022077741
Feature 4076,0.000513005756771804
Feature 4077,0.0011827462472188018
Feature 4078,0.0003280266039419786
Feature 4079,0.00042173488641134325
Feature 4080,0.0005184802715679559
Feature 4081,0.0006414060607175216
Feature 4082,0.0010450848527594303
Feature 4083,0.00048511003891456284
Feature 4084,0.0007652574003506061
Feature 4085,0.001358074735439388
Feature 4086,0.0014346599119195388
Feature 4087,0.0008700613040277964
Feature 4088,0.0004929028740968277
Feature 4089,0.0005851368463324036
Feature 4090,0.00042284695663963133
Feature 4091,0.00021377273253468586
Feature 4092,0.0005708448716258872
Feature 4093,0.0002386500929839599
Feature 4094,0.00024978986290470574
Feature 4095,0.0005680484765854956
Feature 4096,0.0010243498763130674
Feature 4097,0.0003627769877538558
Feature 4098,0.0003038796353550453
Feature 4099,0.00034151166530856347
Feature 4100,0.00045672502012624247
Feature 4101,0.00020699646881601553
Feature 4102,0.0006662106773635514
Feature 4103,0.00031179308001298977
Feature 4104,0.0003280757392901137
Feature 4105,0.0004730133098372988
Feature 4106,0.0005869845179219908
Feature 4107,0.0004863959253313226
Feature 4108,0.00034603830198000194
Feature 4109,0.0009606148812434868
Feature 4110,0.0006399821720331147
Feature 4111,0.000345438245934524
Feature 4112,0.0004963301278721985
Feature 4113,0.0012952316837356221
Feature 4114,0.0005591632912024664
Feature 4115,0.0004178204354214472
Feature 4116,0.0010907793371158902
Feature 4117,0.0005214628410922871
Feature 4118,0.0004921007990265167
Feature 4119,0.0005939123419426835
Feature 4120,0.002885295854914602
Feature 4121,0.0007239022164075237
Feature 4122,0.001015002122939876
Feature 4123,0.0008431155899595239
Feature 4124,0.0022042548908913205
Feature 4125,0.0005497541035770723
Feature 4126,0.0012878391512717827
Feature 4127,0.000697866640712391
Feature 4128,0.0010942441231877069
Feature 4129,0.0004302429394524552
Feature 4130,0.001117418257817576
Feature 4131,0.00038681514104159473
Feature 4132,0.0018092464572408743
Feature 4133,0.0006996977017655581
Feature 4134,0.000802771979342424
Feature 4135,0.0004551574882559235
Feature 4136,0.002441107327001873
Feature 4137,0.0006670339484257966
Feature 4138,0.0005343089336789718
Feature 4139,0.0003440172813139668
Feature 4140,0.00091916406227665
Feature 4141,0.0007981875156894489
Feature 4142,0.0015802728565649886
Feature 4143,0.001278677749888402
Feature 4144,0.0005188624933909409
Feature 4145,0.0006203671854473747
Feature 4146,0.0007389508420401398
Feature 4147,0.0005748745196992964
Feature 4148,0.0007062846496751263
Feature 4149,0.0004892708808926613
Feature 4150,0.0006982751326091829
Feature 4151,0.0004113391268927629
Feature 4152,0.0007157131774033587
Feature 4153,0.0007166068960196981
Feature 4154,0.0004957162320382054
Feature 4155,0.0003452133078095585
Feature 4156,0.0007562138217285224
Feature 4157,0.0005472787781401393
Feature 4158,0.00045914789978439074
Feature 4159,0.00031015624158069064
Feature 4160,0.0007647403739415495
Feature 4161,0.0002789643003764013
Feature 4162,0.0007406512304144144
Feature 4163,0.0006790609003008612
Feature 4164,0.0006204474226237267
Feature 4165,0.0009398230373821548
Feature 4166,0.0017226251871329623
Feature 4167,0.002460234934330401
Feature 4168,0.0014923821128637656
Feature 4169,0.0007195366078780694
Feature 4170,0.0006055286648634635
Feature 4171,0.00024921251748760475
Feature 4172,0.0011212173339211944
Feature 4173,0.0006886961070872459
Feature 4174,0.0014535470993251066
Feature 4175,0.0012092707619218571
Feature 4176,0.0014589871349605802
Feature 4177,0.001987476381539295
Feature 4178,0.0016491044269080248
Feature 4179,0.0008418582311595629
Feature 4180,0.0006259950407332724
Feature 4181,0.0003241917747219585
Feature 4182,0.000514210382145814
Feature 4183,0.00044071829752891746
Feature 4184,0.001381304567357219
Feature 4185,0.0010915530750587835
Feature 4186,0.0009467120446231227
Feature 4187,0.0037036337233507764
Feature 4188,0.0011889647771222425
Feature 4189,0.0013956149885980267
Feature 4190,0.0001705086545155161
Feature 4191,0.00013373839912748743
Feature 4192,0.00021240784628712712
Feature 4193,0.00038413593613301434
Feature 4194,0.000524920433458
Feature 4195,0.0004112239375251576
Feature 4196,0.0004124655695643948
Feature 4197,0.000698206400981384
Feature 4198,0.0015916095918895507
Feature 4199,0.0006941911731483969
Feature 4200,0.00011191847327769876
Feature 4201,6.512033259997077e-05
Feature 4202,0.00021167824946679686
Feature 4203,0.00010181234379755158
Feature 4204,8.005597886553446e-05
Feature 4205,0.00015442627323625723
Feature 4206,0.0003626169982483545
Feature 4207,0.0003129295250870001
Feature 4208,0.00023998455918428085
Feature 4209,4.706653049634979e-05
Feature 4210,0.0002064331523866827
Feature 4211,9.964451626652948e-05
Feature 4212,0.0003980489673011163
Feature 4213,0.0005602324439510174
Feature 4214,0.0001833046042149069
Feature 4215,0.00029556207922495047
Feature 4216,0.00032954217160465583
Feature 4217,0.0006154359735960497
Feature 4218,0.0005008131982516204
Feature 4219,0.0005314424615370684
Feature 4220,0.0002744567834038634
Feature 4221,0.0002065772218433639
Feature 4222,0.00033082432165367235
Feature 4223,0.0007031846690131301
Feature 4224,0.00030014370581755756
Feature 4225,0.0005568211774375981
Feature 4226,0.0004797447818571641
Feature 4227,0.0006865054330670546
Feature 4228,0.0007146550496876785
Feature 4229,0.0006551868640767679
Feature 4230,0.0004751232764985005
Feature 4231,0.0004491085535019117
Feature 4232,0.0005164138836586964
Feature 4233,0.0005678436423585822
Feature 4234,0.00040958934769665237
Feature 4235,0.0009190334013228138
Feature 4236,0.0009768954060843384
Feature 4237,0.0010250062121892325
Feature 4238,0.000830724903164878
Feature 4239,0.0003276239499718372
Feature 4240,0.0004287551468846118
Feature 4241,0.0003354831053986516
Feature 4242,0.0007221243206945758
Feature 4243,0.0005244600688652099
Feature 4244,0.0008956186490459572
Feature 4245,0.000404473653435403
Feature 4246,0.000831993109217251
Feature 4247,0.0005863335392350955
Feature 4248,0.0008340661001037688
Feature 4249,0.0005515208098205448
Feature 4250,0.0009347187067647837
Feature 4251,0.0007461719576967028
Feature 4252,0.0008306035932303075
Feature 4253,0.001666598487754186
Feature 4254,0.000756472994199953
Feature 4255,0.0019955723594043775
Feature 4256,0.001320778539398134
Feature 4257,0.0017159101723205339
Feature 4258,0.0008368644711742946
Feature 4259,0.0009242051735422656
Feature 4260,0.0011648732178857698
Feature 4261,0.0003319583504608712
Feature 4262,0.002239766328831365
Feature 4263,0.0008481685557290462
Feature 4264,0.0007584384647395153
Feature 4265,0.0008170727165886901
Feature 4266,0.0012327638513575038
Feature 4267,0.0010253572543860799
Feature 4268,0.0007672441276285582
Feature 4269,0.0016922376549931074
Feature 4270,0.0012714341195196042
Feature 4271,0.00039125216593348177
Feature 4272,0.0009544225152094974
Feature 4273,0.0011304872427953968
Feature 4274,0.002538742284967249
Feature 4275,0.00042110703147857007
Feature 4276,0.0017425177885061203
Feature 4277,0.0007257382074322436
Feature 4278,0.0010844863991586351
Feature 4279,0.0016194304149958043
Feature 4280,0.0016771699920666095
Feature 4281,0.0006660318003540056
Feature 4282,0.002411838925680968
Feature 4283,0.0009801335831692768
Feature 4284,0.0009984385317033286
Feature 4285,0.0004765556710815559
Feature 4286,0.00217673571310479
Feature 4287,0.0012704186032803761
Feature 4288,0.0005736792517912477
Feature 4289,0.0016617668732876042
Feature 4290,0.0005098403506372478
Feature 4291,0.0002127533499744416
Feature 4292,0.000460502604852536
Feature 4293,0.0008876607581925669
Feature 4294,0.0003859655243929012
Feature 4295,0.000398416050402453
Feature 4296,0.000654752736822843
Feature 4297,0.000909196886759787
Feature 4298,0.0004429964040759611
Feature 4299,0.0010202775917169688
Feature 4300,0.0006938636252481274
Feature 4301,0.00027034509349051206
Feature 4302,0.000956938405979713
Feature 4303,0.0010455725846477435
Feature 4304,0.000544640508877535
Feature 4305,0.0004677765947394619
Feature 4306,0.0019489474105404269
Feature 4307,0.0006334019311255474
Feature 4308,0.0004294787499885615
Feature 4309,0.0007485245489089039
Feature 4310,0.0003958007686930216
Feature 4311,0.00031890696206261283
Feature 4312,0.0009021922865308909
Feature 4313,0.00036958307974465043
Feature 4314,0.00031882105261942683
Feature 4315,0.0012639504012199722
Feature 4316,0.0017291187685219427
Feature 4317,0.0009738652736101017
Feature 4318,0.0008542811058089797
Feature 4319,0.0005753369883006201
Feature 4320,0.00032634646756985575
Feature 4321,0.00036659348236193346
Feature 4322,0.000664356707872912
Feature 4323,0.0006417906398527861
Feature 4324,0.000649027998696738
Feature 4325,0.00047818838198551814
Feature 4326,0.0014192630906704835
Feature 4327,0.00037161374097349585
Feature 4328,0.0006603008045961758
Feature 4329,0.0002684131383609696
Feature 4330,0.0007112494645145091
Feature 4331,0.0007649615202016804
Feature 4332,0.00043167485088244464
Feature 4333,0.0017649627056723603
Feature 4334,0.00031469785055180386
Feature 4335,0.0006730782123060735
Feature 4336,0.0005673356971272483
Feature 4337,0.0005743948047602458
Feature 4338,0.0003471080040779526
Feature 4339,0.0002786030986709207
Feature 4340,0.0006153490637797035
Feature 4341,0.0017215357208381192
Feature 4342,0.0006302020633490883
Feature 4343,0.0006995777677279307
Feature 4344,0.00032726659314224094
Feature 4345,0.0007656938601541583
Feature 4346,0.0014536774747029994
Feature 4347,0.0006496927571509446
Feature 4348,0.0005838071128698062
Feature 4349,0.0002886843288063119
Feature 4350,0.00033686534875812415
Feature 4351,0.000582116547493527
Feature 4352,0.00038312489849742803
Feature 4353,0.00046983154334710167
Feature 4354,0.0010678889362410473
Feature 4355,0.0011190991412763367
Feature 4356,0.000565791856999283
Feature 4357,0.0005782087714869277
Feature 4358,0.00043510504028472497
Feature 4359,0.0005002401657060886
Feature 4360,0.0005936417252873411
Feature 4361,0.0002575301074463976
Feature 4362,0.0008300530401798482
Feature 4363,0.0003195318003147376
Feature 4364,0.0012346287998832963
Feature 4365,0.0006148978622152583
Feature 4366,0.000988721248885156
Feature 4367,0.0006217785740064059
Feature 4368,0.0004036614941103949
Feature 4369,0.00027759194599599366
Feature 4370,0.000845247157361765
Feature 4371,0.0001764553508735105
Feature 4372,0.0005625454761412243
Feature 4373,0.00031698849089556805
Feature 4374,0.000497128105630992
Feature 4375,0.000532341386569584
Feature 4376,0.0011659731499007648
Feature 4377,0.0004494226096207399
Feature 4378,0.0006817053573068961
Feature 4379,0.0005505747486898116
Feature 4380,0.00039683547526092865
Feature 4381,0.0002689463431188166
Feature 4382,0.0005889824556841905
Feature 4383,0.00030700008770885746
Feature 4384,0.0002057384527760462
Feature 4385,0.0003634443563256866
Feature 4386,0.0005940374981706214
Feature 4387,0.00030718780007018865
Feature 4388,0.00028415426148967524
Feature 4389,0.0005168327042559326
Feature 4390,0.001323576279940653
Feature 4391,0.0009046259708226306
Feature 4392,0.00064581108169142
Feature 4393,0.001128366460948854
Feature 4394,0.0008192449758337261
Feature 4395,0.0009301846647263261
Feature 4396,0.0018719963187350003
Feature 4397,0.0007084623831371264
Feature 4398,0.0005482380256156602
Feature 4399,0.00031777949658791724
Feature 4400,0.0020826460630680686
Feature 4401,0.0009546212963919344
Feature 4402,0.0007473252034773452
Feature 4403,0.0006371628887484348
Feature 4404,0.0012960220649139273
Feature 4405,0.0005384003861485446
Feature 4406,0.0009915352762185138
Feature 4407,0.000542773637194216
Feature 4408,0.000523429776246985
Feature 4409,0.0003581264004552622
Feature 4410,0.0017555416618427557
Feature 4411,0.0008864666273740056
Feature 4412,0.0017140377131854621
Feature 4413,0.0008544346518611973
Feature 4414,0.0009102846832982596
Feature 4415,0.00045371682298426565
Feature 4416,0.000979649659160941
Feature 4417,0.0005075497640415279
Feature 4418,0.0005465356938528316
Feature 4419,0.00028780008269194466
Feature 4420,0.0013796045670649165
Feature 4421,0.0003485678497831728
Feature 4422,0.0012098359099754247
Feature 4423,0.0010397409231301716
Feature 4424,0.00043097581995994006
Feature 4425,0.00044361449503350057
Feature 4426,0.001064100780415174
Feature 4427,0.0013392941262877684
Feature 4428,0.0005574423390807794
Feature 4429,0.0005888124462239546
Feature 4430,0.0008367983423209182
Feature 4431,0.0005705505073030395
Feature 4432,0.0010751971107517875
Feature 4433,0.0016541210111924443
Feature 4434,0.0005186900598044417
Feature 4435,0.0005725155546725489
Feature 4436,0.0011051785550311166
Feature 4437,0.0008005680170796268
Feature 4438,0.0004770581711883324
Feature 4439,0.00045745669504596264
Feature 4440,0.0005574936438826938
Feature 4441,0.0009225723863624183
Feature 4442,0.0009528497700463277
Feature 4443,0.0012264789237962362
Feature 4444,0.0009204286733793765
Feature 4445,0.001145909493466192
Feature 4446,0.0011917538882664474
Feature 4447,0.0014532843860857198
Feature 4448,0.000957450551600175
Feature 4449,0.0006274251570609302
Feature 4450,0.000636984473742487
Feature 4451,0.0003949267377882322
Feature 4452,0.0008297661727899878
Feature 4453,0.0007871844385975138
Feature 4454,0.001604814560235873
Feature 4455,0.0016065278410029081
Feature 4456,0.001413777936734874
Feature 4457,0.0027219770631348866
Feature 4458,0.0013109563017526399
Feature 4459,0.0006628903405417078
Feature 4460,0.0006283532238727148
Feature 4461,0.000394670161072149
Feature 4462,0.0006306839323312392
Feature 4463,0.0005869877627301676
Feature 4464,0.001008870375187641
Feature 4465,0.0008969840494704613
Feature 4466,0.0014320962785180171
Feature 4467,0.0013946241967316838
Feature 4468,0.0010622843940372205
Feature 4469,0.000462073519036835
Feature 4470,0.0002285358688649357
Feature 4471,0.00012532170383239304
Feature 4472,0.00026117265199648496
Feature 4473,0.0002056887264942282
Feature 4474,0.0001807186262918287
Feature 4475,0.00031836669640524916
Feature 4476,0.0003520081498553989
Feature 4477,0.0009632449494937418
Feature 4478,0.0016056634078618118
Feature 4479,0.0005874764842352817
Feature 4480,0.00021705500021162294
Feature 4481,0.00015200838778162628
Feature 4482,0.0004342160978926106
Feature 4483,0.0004676929649133701
Feature 4484,0.0003020570040997721
Feature 4485,0.00034995729223035534
Feature 4486,0.0013191738597828043
Feature 4487,0.0020779010859613436
Feature 4488,0.00077634509312667
Feature 4489,0.00039527232167798943
Feature 4490,0.0003109853278269981
Feature 4491,0.00017258239427087873
Feature 4492,0.0004467812475509971
Feature 4493,0.0005038079351099363
Feature 4494,0.0004268739598682989
Feature 4495,0.0004590475558146352
Feature 4496,0.0008727303602095508
Feature 4497,0.0011967225133485044
Feature 4498,0.0013353645369627572
Feature 4499,0.00031860851470503706
Feature 4500,0.00036699697796629494
Feature 4501,0.0002145494636980212
Feature 4502,0.000993535923018264
Feature 4503,0.0005859816634835023
Feature 4504,0.0004382429705558657
Feature 4505,0.001136346001934994
Feature 4506,0.0005980240115333828
Feature 4507,0.001681802861477763
Feature 4508,0.0010499622154211536
Feature 4509,0.0019823016046266275
Feature 4510,0.0006533970120583774
Feature 4511,0.0003889845037441697
Feature 4512,0.0006881495762694385
Feature 4513,0.0006519342541045496
Feature 4514,0.0007068115569446718
Feature 4515,0.0009940092812817766
Feature 4516,0.0010178117117577515
Feature 4517,0.0012042070004509072
Feature 4518,0.0021216724112417184
Feature 4519,0.0015113841935144592
Feature 4520,0.0006564268634515429
Feature 4521,0.0008601270680611961
Feature 4522,0.0010469977173218012
Feature 4523,0.0005886912370281721
Feature 4524,0.0008326822216642995
Feature 4525,0.0007579000726910295
Feature 4526,0.001928304250736801
Feature 4527,0.0010032958573385428
Feature 4528,0.0012363378562085926
Feature 4529,0.001075687145927077
Feature 4530,0.0008529333220288891
Feature 4531,0.0003659281884051495
Feature 4532,0.0006916195085988761
Feature 4533,0.0008156247235928618
Feature 4534,0.00038849864959077075
Feature 4535,0.0022034477624217745
Feature 4536,0.0009819333058301255
Feature 4537,0.001172752491369465
Feature 4538,0.0005859842581211296
Feature 4539,0.0007511229203683172
Feature 4540,0.00046383727430941235
Feature 4541,0.00030894187926504204
Feature 4542,0.0006489544896343773
Feature 4543,0.0012624993943293249
Feature 4544,0.0010195840331235786
Feature 4545,0.0016443155707470964
Feature 4546,0.001118091155663791
Feature 4547,0.0007716957139832346
Feature 4548,0.000610972069605225
Feature 4549,0.0007825654270268671
Feature 4550,0.0015494515428706563
Feature 4551,0.0004420058595774492
Feature 4552,0.0007183418935234442
Feature 4553,0.0006816290830939238
Feature 4554,0.0022380304794347695
Feature 4555,0.0015907368347797047
Feature 4556,0.001430712592934583
Feature 4557,0.0008518560635184542
Feature 4558,0.0007874925849927621
Feature 4559,0.0009696401314110404
Feature 4560,0.0014705044564996257
Feature 4561,0.0006023827155111689
Feature 4562,0.0009089170018861523
Feature 4563,0.0008030423168302434
Feature 4564,0.0008692683292318009
Feature 4565,0.00045644781598497275
Feature 4566,0.0006914437459074634
Feature 4567,0.0006229847564156899
Feature 4568,0.0006587246866901353
Feature 4569,0.001090195283828919
Feature 4570,0.0006857792472307374
Feature 4571,0.00034659170638383683
Feature 4572,0.00037380321508692307
Feature 4573,0.0004191579398711554
Feature 4574,0.0004661515768557649
Feature 4575,0.0003235791291426722
Feature 4576,0.00048299587106293983
Feature 4577,0.00047308246948338706
Feature 4578,0.000507009432231456
Feature 4579,0.0010324504828878674
Feature 4580,0.00031801539047856766
Feature 4581,0.00021852078666296748
Feature 4582,0.0005105057629811256
Feature 4583,0.00041944605480286154
Feature 4584,0.00022708871017033515
Feature 4585,0.0007751757027684807
Feature 4586,0.0005961726251919073
Feature 4587,0.0004572711208169409
Feature 4588,0.0007184985436182956
Feature 4589,0.000488925945730216
Feature 4590,0.0004891328112653639
Feature 4591,0.00015306582807286874
Feature 4592,0.0008106373812651668
Feature 4593,0.00030423571146652505
Feature 4594,0.00031847607093584427
Feature 4595,0.00043869815256616105
Feature 4596,0.0005280742896271349
Feature 4597,0.000400552327505153
Feature 4598,0.0005663423432306445
Feature 4599,0.00025494342323722206
Feature 4600,0.00030128072690412464
Feature 4601,0.000387845555677103
Feature 4602,0.000658479688951843
Feature 4603,0.0006324555484325316
Feature 4604,0.0006703259066560179
Feature 4605,0.0005646794329225031
Feature 4606,0.000525074495806507
Feature 4607,0.0004818441683314632
Feature 4608,0.00041170970941209364
Feature 4609,0.0007016058264843252
Feature 4610,0.0005109140169062698
Feature 4611,0.0011169366423170529
Feature 4612,0.0005112538452474241
Feature 4613,0.0009574814683955993
Feature 4614,0.00045453652572643934
Feature 4615,0.0007829999977772104
Feature 4616,0.0010166609900241212
Feature 4617,0.0003923445029867025
Feature 4618,0.0005470920088088178
Feature 4619,0.0004349737183381528
Feature 4620,0.0006829584991768343
Feature 4621,0.0021098251620837376
Feature 4622,0.0006427559735033839
Feature 4623,0.0007460865071027456
Feature 4624,0.0005347756301263189
Feature 4625,0.000896632058500197
Feature 4626,0.0014692449088924491
Feature 4627,0.000493206598020322
Feature 4628,0.00044225345986541244
Feature 4629,0.00041148520216395925
Feature 4630,0.0002688777827265536
Feature 4631,0.0002955993220198252
Feature 4632,0.0003660431799326886
